# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 00:03:54 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:54 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:54 UTC;lo;4.00;4.00;0.64;0.64;0.00;0.00;0.00
node1;1;2021-04-27 00:03:54 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;eth0;40.00;34.00;15.03;20.44;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;lo;10.00;10.00;20.38;20.38;0.00;0.00;0.00
node1;1;2021-04-27 00:03:55 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;eth0;66.00;6.00;87.95;0.49;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;lo;2.00;2.00;2.10;2.10;0.00;0.00;0.00
node1;1;2021-04-27 00:03:56 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;eth0;29.00;27.00;13.52;19.06;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;lo;9.00;9.00;17.12;17.12;0.00;0.00;0.00
node1;1;2021-04-27 00:03:57 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;eth0;6.00;3.00;0.89;1.08;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:58 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;eth0;26.00;25.00;11.60;18.93;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;lo;8.00;8.00;16.55;16.55;0.00;0.00;0.00
node1;1;2021-04-27 00:03:59 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;eth0;10.00;3.00;2.68;0.22;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;lo;4.00;4.00;4.12;4.12;0.00;0.00;0.00
node1;1;2021-04-27 00:04:00 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:01 UTC;eth0;57.00;29.00;54.54;19.28;0.00;0.00;0.00
node1;1;2021-04-27 00:04:01 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:01 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:01 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:01 UTC;lo;11.00;11.00;19.22;19.22;0.00;0.00;0.00
