# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
an-sap-s-2;1;2021-04-24 18:43:30 UTC;-1;0.00;0.00;0.17;2.31;0.00;0.00;0.00;0.00;0.00;97.52
an-sap-s-2;1;2021-04-24 18:43:31 UTC;-1;0.02;0.00;0.19;2.25;0.00;0.00;0.00;0.00;0.00;97.54
an-sap-s-2;1;2021-04-24 18:43:32 UTC;-1;0.06;0.00;0.23;0.98;0.00;0.00;0.00;0.00;0.00;98.73
an-sap-s-2;1;2021-04-24 18:43:33 UTC;-1;0.00;0.00;0.23;1.08;0.00;0.00;0.02;0.00;0.00;98.67
an-sap-s-2;1;2021-04-24 18:43:34 UTC;-1;0.08;0.00;0.25;0.44;0.00;0.00;0.00;0.00;0.00;99.23
an-sap-s-2;1;2021-04-24 18:43:35 UTC;-1;0.04;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.88
an-sap-s-2;1;2021-04-24 18:43:36 UTC;-1;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
an-sap-s-2;1;2021-04-24 18:43:37 UTC;-1;0.02;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:38 UTC;-1;0.02;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:39 UTC;-1;0.02;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:40 UTC;-1;0.02;0.00;0.08;0.04;0.00;0.00;0.00;0.00;0.00;99.85
an-sap-s-2;1;2021-04-24 18:43:41 UTC;-1;0.02;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:42 UTC;-1;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:43 UTC;-1;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:44 UTC;-1;0.15;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;99.73
an-sap-s-2;1;2021-04-24 18:43:45 UTC;-1;0.02;0.00;0.06;0.04;0.00;0.00;0.00;0.00;0.00;99.88
an-sap-s-2;1;2021-04-24 18:43:46 UTC;-1;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.94
an-sap-s-2;1;2021-04-24 18:43:47 UTC;-1;0.02;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
an-sap-s-2;1;2021-04-24 18:43:48 UTC;-1;0.02;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
an-sap-s-2;1;2021-04-24 18:43:49 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
an-sap-s-2;1;2021-04-24 18:43:50 UTC;-1;0.04;0.00;0.06;0.04;0.00;0.00;0.00;0.00;0.00;99.85
an-sap-s-2;1;2021-04-24 18:43:51 UTC;-1;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;1;2021-04-24 18:43:52 UTC;-1;0.02;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.92
an-sap-s-2;71;2021-04-24 18:45:03 UTC;-1;0.08;0.00;0.03;0.01;0.00;0.00;0.00;0.00;0.00;99.88
an-sap-s-2;1;2021-04-24 18:45:04 UTC;-1;0.06;0.00;0.19;1.04;0.00;0.00;0.00;0.00;0.00;98.71
an-sap-s-2;1;2021-04-24 18:45:05 UTC;-1;0.04;0.00;0.06;1.82;0.00;0.00;0.02;0.00;0.00;98.06
an-sap-s-2;1;2021-04-24 18:45:06 UTC;-1;0.04;0.00;0.13;0.46;0.00;0.00;0.00;0.00;0.00;99.37
an-sap-s-2;1;2021-04-24 18:45:07 UTC;-1;0.13;0.00;0.17;2.67;0.00;0.00;0.00;0.00;0.00;97.04
an-sap-s-2;1;2021-04-24 18:45:08 UTC;-1;0.02;0.00;0.06;2.00;0.00;0.00;0.00;0.00;0.00;97.91
an-sap-s-2;1;2021-04-24 18:45:09 UTC;-1;0.02;0.00;0.15;1.58;0.00;0.00;0.00;0.00;0.00;98.25
an-sap-s-2;1;2021-04-24 18:45:10 UTC;-1;0.02;0.00;0.10;1.44;0.00;0.00;0.02;0.00;0.00;98.42
an-sap-s-2;1;2021-04-24 18:45:11 UTC;-1;0.02;0.00;0.08;1.34;0.00;0.00;0.00;0.00;0.00;98.56
an-sap-s-2;1;2021-04-24 18:45:12 UTC;-1;0.06;0.00;0.15;1.85;0.00;0.00;0.00;0.00;0.00;97.94
an-sap-s-2;1;2021-04-24 18:45:13 UTC;-1;0.06;0.00;0.19;1.73;0.00;0.00;0.00;0.00;0.00;98.02
an-sap-s-2;1;2021-04-24 18:45:14 UTC;-1;0.02;0.00;0.15;1.54;0.00;0.00;0.02;0.00;0.00;98.27
an-sap-s-2;1;2021-04-24 18:45:15 UTC;-1;0.04;0.00;0.06;1.44;0.00;0.00;0.02;0.00;0.00;98.44
an-sap-s-2;1;2021-04-24 18:45:16 UTC;-1;0.02;0.00;0.13;1.44;0.00;0.00;0.00;0.00;0.00;98.42
an-sap-s-2;1;2021-04-24 18:45:17 UTC;-1;0.10;0.00;0.23;2.63;0.00;0.00;0.00;0.00;0.00;97.04
an-sap-s-2;1;2021-04-24 18:45:18 UTC;-1;0.02;0.00;0.10;1.75;0.00;0.00;0.00;0.00;0.00;98.12
an-sap-s-2;1;2021-04-24 18:45:19 UTC;-1;0.06;0.00;0.12;1.15;0.00;0.00;0.00;0.00;0.00;98.67
an-sap-s-2;1;2021-04-24 18:45:20 UTC;-1;0.02;0.00;0.08;4.50;0.00;0.00;0.00;0.00;0.00;95.39
an-sap-s-2;1;2021-04-24 18:45:21 UTC;-1;0.04;0.00;0.10;2.48;0.00;0.00;0.00;0.00;0.00;97.37
an-sap-s-2;1;2021-04-24 18:45:22 UTC;-1;0.02;0.00;0.15;0.75;0.00;0.00;0.00;0.00;0.00;99.08
an-sap-s-2;1;2021-04-24 18:45:23 UTC;-1;0.02;0.00;0.10;0.52;0.00;0.00;0.00;0.00;0.00;99.35
