# hostname;interval;timestamp;irec/s;fwddgm/s;idel/s;orq/s;asmrq/s;asmok/s;fragok/s;fragcrt/s
node1;1;2021-04-26 21:50:33 UTC;68.00;0.00;67.00;59.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:34 UTC;32.00;0.00;32.00;37.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:35 UTC;5.00;0.00;5.00;4.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:36 UTC;33.00;0.00;33.00;37.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:37 UTC;3.00;0.00;2.00;2.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:38 UTC;34.00;0.00;34.00;37.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:39 UTC;2.00;0.00;2.00;2.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:40 UTC;26.00;0.00;26.00;29.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:41 UTC;10.00;0.00;10.00;10.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:42 UTC;68.00;0.00;68.00;79.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:43 UTC;22.00;0.00;22.00;23.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:44 UTC;25.00;0.00;24.00;30.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:45 UTC;4.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:46 UTC;35.00;0.00;35.00;39.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:47 UTC;5.00;0.00;5.00;5.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:48 UTC;28.00;0.00;28.00;32.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:49 UTC;2.00;0.00;2.00;2.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:50 UTC;32.00;0.00;32.00;35.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:51 UTC;7.00;0.00;7.00;7.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:52 UTC;85.00;0.00;85.00;81.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:53 UTC;23.00;0.00;23.00;23.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:54 UTC;29.00;0.00;29.00;35.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:55 UTC;4.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:56 UTC;29.00;0.00;29.00;33.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:57 UTC;5.00;0.00;5.00;4.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:58 UTC;34.00;0.00;34.00;37.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:50:59 UTC;2.97;0.00;1.98;1.98;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:00 UTC;26.00;0.00;26.00;29.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:01 UTC;7.00;0.00;7.00;7.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:02 UTC;48.00;0.00;48.00;49.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:03 UTC;21.00;0.00;21.00;22.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:04 UTC;24.00;0.00;24.00;29.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:05 UTC;23.00;0.00;23.00;22.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:06 UTC;35.00;0.00;35.00;40.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:07 UTC;11.00;0.00;11.00;11.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:08 UTC;32.00;0.00;32.00;35.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:09 UTC;4.00;0.00;4.00;4.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:10 UTC;34.00;0.00;33.00;35.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:11 UTC;7.00;0.00;7.00;7.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:12 UTC;32.00;0.00;32.00;34.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:13 UTC;25.00;0.00;24.00;24.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:14 UTC;30.00;0.00;30.00;35.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:15 UTC;4.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:16 UTC;30.00;0.00;30.00;33.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:17 UTC;6.00;0.00;6.00;5.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:18 UTC;35.00;0.00;35.00;37.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:19 UTC;3.00;0.00;2.00;2.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:20 UTC;27.00;0.00;27.00;29.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:21 UTC;7.00;0.00;7.00;7.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:22 UTC;64.00;0.00;64.00;74.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:23 UTC;27.00;0.00;27.00;28.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:24 UTC;24.00;0.00;24.00;29.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:25 UTC;5.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 21:51:26 UTC;35.00;0.00;35.00;39.00;0.00;0.00;0.00;0.00
# hostname;interval;timestamp;irec/s;fwddgm/s;idel/s;orq/s;asmrq/s;asmok/s;fragok/s;fragcrt/s
