# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
osd1;1;2021-04-26 21:50:33 UTC;-1;0.15;0.00;0.27;0.48;0.00;0.00;0.04;0.00;0.00;99.06
osd1;1;2021-04-26 21:50:34 UTC;-1;0.10;0.00;0.21;0.29;0.00;0.00;0.02;0.00;0.00;99.37
osd1;1;2021-04-26 21:50:35 UTC;-1;0.13;0.00;0.21;0.29;0.00;0.00;0.02;0.00;0.00;99.35
osd1;1;2021-04-26 21:50:36 UTC;-1;0.13;0.00;0.21;0.33;0.00;0.00;0.02;0.00;0.00;99.31
osd1;1;2021-04-26 21:50:37 UTC;-1;0.10;0.00;0.23;0.40;0.00;0.00;0.02;0.00;0.00;99.25
osd1;1;2021-04-26 21:50:38 UTC;-1;0.13;0.00;0.21;0.42;0.00;0.00;0.04;0.00;0.00;99.21
osd1;1;2021-04-26 21:50:39 UTC;-1;0.10;0.00;0.19;0.31;0.00;0.00;0.00;0.00;0.00;99.40
osd1;1;2021-04-26 21:50:40 UTC;-1;0.08;0.00;0.19;0.31;0.00;0.00;0.04;0.00;0.00;99.37
osd1;1;2021-04-26 21:50:41 UTC;-1;0.17;0.00;0.23;0.40;0.00;0.00;0.02;0.00;0.00;99.19
osd1;1;2021-04-26 21:50:42 UTC;-1;0.21;0.00;0.29;0.44;0.00;0.00;0.04;0.00;0.00;99.02
osd1;1;2021-04-26 21:50:43 UTC;-1;0.08;0.00;0.19;0.29;0.00;0.00;0.00;0.00;0.00;99.44
osd1;1;2021-04-26 21:50:44 UTC;-1;0.13;0.00;0.27;0.48;0.00;0.00;0.02;0.00;0.00;99.10
osd1;1;2021-04-26 21:50:45 UTC;-1;0.08;0.00;0.19;0.17;0.00;0.00;0.02;0.00;0.00;99.54
osd1;1;2021-04-26 21:50:46 UTC;-1;0.13;0.00;0.23;0.44;0.00;0.00;0.02;0.00;0.00;99.19
osd1;1;2021-04-26 21:50:47 UTC;-1;0.17;0.00;0.31;0.44;0.00;0.00;0.02;0.00;0.00;99.06
osd1;1;2021-04-26 21:50:48 UTC;-1;0.08;0.00;0.21;0.40;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:50:49 UTC;-1;0.10;0.00;0.19;0.33;0.00;0.00;0.04;0.00;0.00;99.33
osd1;1;2021-04-26 21:50:50 UTC;-1;0.13;0.00;0.25;0.40;0.00;0.00;0.02;0.00;0.00;99.21
osd1;1;2021-04-26 21:50:51 UTC;-1;0.06;0.00;0.21;0.31;0.00;0.00;0.04;0.00;0.00;99.37
osd1;1;2021-04-26 21:50:52 UTC;-1;0.17;0.00;0.23;0.33;0.00;0.00;0.00;0.00;0.00;99.27
osd1;1;2021-04-26 21:50:53 UTC;-1;0.13;0.00;0.23;0.27;0.00;0.00;0.02;0.00;0.00;99.35
osd1;1;2021-04-26 21:50:54 UTC;-1;0.13;0.00;0.27;0.38;0.00;0.00;0.02;0.00;0.00;99.21
osd1;1;2021-04-26 21:50:55 UTC;-1;0.13;0.00;0.19;0.38;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:50:56 UTC;-1;0.10;0.00;0.23;0.35;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:50:57 UTC;-1;0.15;0.00;0.21;0.44;0.00;0.00;0.02;0.00;0.00;99.19
osd1;1;2021-04-26 21:50:58 UTC;-1;0.10;0.00;0.19;0.40;0.00;0.00;0.00;0.00;0.00;99.31
osd1;1;2021-04-26 21:50:59 UTC;-1;0.13;0.00;0.19;0.25;0.00;0.00;0.02;0.00;0.00;99.42
osd1;1;2021-04-26 21:51:00 UTC;-1;0.13;0.00;0.25;0.48;0.00;0.00;0.02;0.00;0.00;99.12
osd1;1;2021-04-26 21:51:01 UTC;-1;0.10;0.00;0.25;0.40;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:02 UTC;-1;0.13;0.00;0.19;0.40;0.00;0.00;0.02;0.00;0.00;99.27
osd1;1;2021-04-26 21:51:03 UTC;-1;0.13;0.00;0.23;0.40;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:04 UTC;-1;0.08;0.00;0.21;0.38;0.00;0.00;0.02;0.00;0.00;99.31
osd1;1;2021-04-26 21:51:05 UTC;-1;0.17;0.00;0.25;0.69;0.00;0.00;0.02;0.00;0.00;98.87
osd1;1;2021-04-26 21:51:06 UTC;-1;0.15;0.00;0.21;0.40;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:07 UTC;-1;0.10;0.00;0.23;0.35;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:08 UTC;-1;0.08;0.00;0.21;0.35;0.00;0.00;0.02;0.00;0.00;99.33
osd1;1;2021-04-26 21:51:09 UTC;-1;0.10;0.00;0.21;0.48;0.00;0.00;0.04;0.00;0.00;99.17
osd1;1;2021-04-26 21:51:10 UTC;-1;0.13;0.00;0.21;0.35;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:11 UTC;-1;0.15;0.00;0.25;0.46;0.00;0.00;0.02;0.00;0.00;99.12
osd1;1;2021-04-26 21:51:12 UTC;-1;0.10;0.00;0.17;0.21;0.00;0.00;0.02;0.00;0.00;99.50
osd1;1;2021-04-26 21:51:13 UTC;-1;0.10;0.00;0.25;0.52;0.00;0.00;0.02;0.00;0.00;99.10
osd1;1;2021-04-26 21:51:14 UTC;-1;0.17;0.00;0.17;0.42;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:15 UTC;-1;0.13;0.00;0.21;0.33;0.00;0.00;0.00;0.00;0.00;99.33
osd1;1;2021-04-26 21:51:16 UTC;-1;0.13;0.00;0.21;0.42;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:17 UTC;-1;0.15;0.00;0.25;0.33;0.00;0.00;0.04;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:18 UTC;-1;0.15;0.00;0.17;0.40;0.00;0.00;0.00;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:19 UTC;-1;0.17;0.00;0.23;0.38;0.00;0.00;0.02;0.00;0.00;99.21
# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
node1;1;2021-04-26 21:50:33 UTC;-1;0.04;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:50:34 UTC;-1;0.00;0.00;0.04;0.13;0.00;0.00;0.00;0.00;0.00;99.83
node1;1;2021-04-26 21:50:35 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:50:36 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:50:37 UTC;-1;0.02;0.00;0.04;0.02;0.00;0.00;0.00;0.00;0.00;99.92
node1;1;2021-04-26 21:50:38 UTC;-1;0.02;0.00;0.04;0.04;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:50:39 UTC;-1;0.02;0.00;0.02;0.02;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:50:40 UTC;-1;0.02;0.00;0.04;0.04;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:50:41 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:50:42 UTC;-1;0.19;0.00;0.13;0.15;0.00;0.00;0.00;0.00;0.00;99.54
node1;1;2021-04-26 21:50:43 UTC;-1;0.00;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 21:50:44 UTC;-1;0.04;0.00;0.04;0.12;0.00;0.00;0.00;0.00;0.00;99.79
node1;1;2021-04-26 21:50:45 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 21:50:46 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.87
node1;1;2021-04-26 21:50:47 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:50:48 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:50:49 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:50:50 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:50:51 UTC;-1;0.02;0.00;0.04;0.02;0.00;0.00;0.00;0.00;0.00;99.92
node1;1;2021-04-26 21:50:52 UTC;-1;0.10;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;99.77
node1;1;2021-04-26 21:50:53 UTC;-1;0.00;0.00;0.04;0.06;0.00;0.00;0.02;0.00;0.00;99.88
node1;1;2021-04-26 21:50:54 UTC;-1;0.06;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;99.81
node1;1;2021-04-26 21:50:55 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:50:56 UTC;-1;0.00;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.92
node1;1;2021-04-26 21:50:57 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:50:58 UTC;-1;0.02;0.00;0.04;0.06;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 21:50:59 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 21:51:00 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:01 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 21:51:02 UTC;-1;0.04;0.00;0.04;0.12;0.00;0.00;0.00;0.00;0.00;99.79
node1;1;2021-04-26 21:51:03 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:04 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:51:05 UTC;-1;0.04;0.00;0.10;0.83;0.00;0.00;0.00;0.00;0.00;99.02
node1;1;2021-04-26 21:51:06 UTC;-1;0.04;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:07 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:51:08 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:09 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:51:10 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:11 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 21:51:12 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:13 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.87
node1;1;2021-04-26 21:51:14 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 21:51:15 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:51:16 UTC;-1;0.00;0.00;0.04;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 21:51:17 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 21:51:18 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 21:51:20 UTC;-1;0.15;0.00;0.18;2.73;0.00;0.00;0.03;0.00;0.00;96.92
osd2;1;2021-04-26 21:51:21 UTC;-1;0.25;0.00;0.28;3.70;0.00;0.00;0.03;0.00;0.00;95.74
osd2;1;2021-04-26 21:51:22 UTC;-1;0.10;0.00;0.23;1.68;0.00;0.00;0.03;0.00;0.00;97.97
osd2;1;2021-04-26 21:51:23 UTC;-1;0.13;0.00;0.20;1.20;0.00;0.00;0.03;0.00;0.00;98.45
osd2;1;2021-04-26 21:51:24 UTC;-1;0.13;0.00;0.28;1.70;0.00;0.00;0.03;0.00;0.00;97.87
osd2;1;2021-04-26 21:51:25 UTC;-1;0.13;0.00;0.25;2.33;0.00;0.00;0.03;0.00;0.00;97.27
osd2;1;2021-04-26 21:51:26 UTC;-1;0.13;0.00;0.25;2.35;0.00;0.00;0.03;0.00;0.00;97.25
osd2;1;2021-04-26 21:51:27 UTC;-1;0.13;0.00;0.20;2.23;0.00;0.00;0.00;0.00;0.00;97.45
osd2;1;2021-04-26 21:51:28 UTC;-1;0.15;0.00;0.23;1.58;0.00;0.00;0.05;0.00;0.00;98.00
osd2;1;2021-04-26 21:51:29 UTC;-1;0.13;0.00;0.18;2.85;0.00;0.00;0.03;0.00;0.00;96.82
osd2;1;2021-04-26 21:51:30 UTC;-1;0.13;0.00;0.25;2.83;0.00;0.00;0.03;0.00;0.00;96.77
osd2;1;2021-04-26 21:51:31 UTC;-1;0.35;0.00;0.40;2.68;0.00;0.00;0.03;0.00;0.00;96.55
osd2;1;2021-04-26 21:51:32 UTC;-1;0.13;0.00;0.23;2.03;0.00;0.00;0.00;0.00;0.00;97.62
osd2;1;2021-04-26 21:51:33 UTC;-1;0.15;0.00;0.20;2.30;0.00;0.00;0.03;0.00;0.00;97.32
osd2;1;2021-04-26 21:51:34 UTC;-1;0.15;0.00;0.20;2.90;0.00;0.00;0.03;0.00;0.00;96.72
osd2;1;2021-04-26 21:51:35 UTC;-1;0.15;0.00;0.23;2.33;0.00;0.00;0.00;0.00;0.00;97.30
osd2;1;2021-04-26 21:51:36 UTC;-1;0.10;0.00;0.23;2.18;0.00;0.00;0.03;0.00;0.00;97.47
osd2;1;2021-04-26 21:51:37 UTC;-1;0.13;0.00;0.20;3.20;0.00;0.00;0.00;0.00;0.00;96.47
osd2;1;2021-04-26 21:51:38 UTC;-1;0.18;0.00;0.25;2.68;0.00;0.00;0.03;0.00;0.00;96.87
osd2;1;2021-04-26 21:51:39 UTC;-1;0.13;0.00;0.23;1.88;0.00;0.00;0.03;0.00;0.00;97.75
osd2;1;2021-04-26 21:51:40 UTC;-1;0.15;0.00;0.28;1.80;0.00;0.00;0.03;0.00;0.00;97.75
osd2;1;2021-04-26 21:51:41 UTC;-1;0.18;0.00;0.23;1.65;0.00;0.00;0.00;0.00;0.00;97.95
osd2;1;2021-04-26 21:51:42 UTC;-1;0.15;0.00;0.23;1.98;0.00;0.00;0.03;0.00;0.00;97.62
osd2;1;2021-04-26 21:51:43 UTC;-1;0.15;0.00;0.25;2.40;0.00;0.00;0.03;0.00;0.00;97.17
osd2;1;2021-04-26 21:51:44 UTC;-1;0.08;0.00;0.23;3.75;0.00;0.00;0.03;0.00;0.00;95.92
osd2;1;2021-04-26 21:51:45 UTC;-1;0.13;0.00;0.25;1.43;0.00;0.00;0.03;0.00;0.00;98.17
osd2;1;2021-04-26 21:51:46 UTC;-1;0.13;0.00;0.15;2.45;0.00;0.00;0.03;0.00;0.00;97.25
osd2;1;2021-04-26 21:51:47 UTC;-1;0.10;0.00;0.23;2.23;0.00;0.00;0.03;0.00;0.00;97.42
osd2;1;2021-04-26 21:51:48 UTC;-1;0.13;0.00;0.18;2.28;0.00;0.00;0.00;0.00;0.00;97.42
osd2;1;2021-04-26 21:51:49 UTC;-1;0.10;0.00;0.15;3.35;0.00;0.00;0.03;0.00;0.00;96.37
osd2;1;2021-04-26 21:51:50 UTC;-1;0.08;0.00;0.13;3.48;0.00;0.00;0.00;0.00;0.00;96.32
osd2;1;2021-04-26 21:51:51 UTC;-1;0.08;0.00;0.15;1.75;0.00;0.00;0.03;0.00;0.00;98.00
osd2;1;2021-04-26 21:51:52 UTC;-1;0.10;0.00;0.15;1.40;0.00;0.00;0.00;0.00;0.00;98.35
