# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
osd1;1;2021-04-26 19:04:55 UTC;-1;0.04;0.00;0.06;0.04;0.00;0.00;0.00;0.00;0.00;99.85
osd1;1;2021-04-26 19:04:56 UTC;-1;0.04;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;99.83
osd1;1;2021-04-26 19:04:57 UTC;-1;0.10;0.00;0.25;0.06;0.00;0.00;0.02;0.00;0.00;99.56
osd1;1;2021-04-26 19:04:58 UTC;-1;0.13;0.00;0.29;0.02;0.00;0.00;0.00;0.00;0.00;99.56
osd1;1;2021-04-26 19:04:59 UTC;-1;0.13;0.00;0.19;0.02;0.00;0.00;0.00;0.00;0.00;99.67
osd1;1;2021-04-26 19:05:00 UTC;-1;0.04;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd1;1;2021-04-26 19:05:01 UTC;-1;0.06;0.00;0.08;0.04;0.00;0.00;0.00;0.00;0.00;99.81
osd1;1;2021-04-26 19:05:02 UTC;-1;0.02;0.00;0.08;0.02;0.00;0.00;0.02;0.00;0.00;99.85
node1;1;2021-04-26 19:04:26 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 19:04:27 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.87
node1;1;2021-04-26 19:04:28 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
osd1;1;2021-04-26 19:05:03 UTC;-1;0.04;0.00;0.06;0.02;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:04:29 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:18 UTC;-1;0.18;0.00;0.45;0.13;0.00;0.00;0.03;0.00;0.00;99.22
osd1;1;2021-04-26 19:05:04 UTC;-1;0.04;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 19:04:19 UTC;-1;0.15;0.00;0.25;0.00;0.00;0.00;0.03;0.00;0.00;99.57
node1;1;2021-04-26 19:04:30 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 19:04:31 UTC;-1;0.04;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.83
node1;1;2021-04-26 19:04:32 UTC;-1;0.00;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:04:33 UTC;-1;0.02;0.00;0.04;0.06;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:04:34 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 19:04:35 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 19:04:36 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 19:04:37 UTC;-1;0.04;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:04:38 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
osd2;1;2021-04-26 19:04:20 UTC;-1;0.53;0.00;0.30;0.00;0.00;0.00;0.08;0.00;0.00;99.10
osd2;1;2021-04-26 19:04:21 UTC;-1;0.05;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 19:04:22 UTC;-1;0.05;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:04:23 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:24 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:25 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:26 UTC;-1;0.05;0.00;0.05;0.00;0.00;0.00;0.03;0.00;0.00;99.88
osd2;1;2021-04-26 19:04:27 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:28 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
node1;1;2021-04-26 19:04:39 UTC;-1;0.04;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 19:04:29 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
node1;1;2021-04-26 19:04:40 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 19:04:41 UTC;-1;0.63;0.00;0.29;0.06;0.00;0.00;0.00;0.00;0.00;99.02
node1;1;2021-04-26 19:04:42 UTC;-1;0.10;0.00;0.06;0.08;0.00;0.00;0.00;0.00;0.00;99.75
node1;1;2021-04-26 19:04:43 UTC;-1;0.02;0.00;0.04;0.12;0.00;0.00;0.00;0.00;0.00;99.81
node1;1;2021-04-26 19:04:44 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 19:04:45 UTC;-1;0.02;0.00;0.04;0.08;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 19:04:46 UTC;-1;0.04;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.94
node1;1;2021-04-26 19:04:47 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:04:30 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.03;0.00;0.00;99.85
node1;1;2021-04-26 19:04:48 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 19:04:49 UTC;-1;0.04;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;99.83
node1;1;2021-04-26 19:04:50 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
osd2;1;2021-04-26 19:04:31 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
node1;1;2021-04-26 19:04:51 UTC;-1;0.02;0.00;0.04;0.06;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:32 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:04:33 UTC;-1;0.05;0.00;0.10;0.00;0.00;0.00;0.02;0.00;0.00;99.83
osd2;1;2021-04-26 19:04:34 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:35 UTC;-1;0.07;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 19:04:36 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:04:37 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.03;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:38 UTC;-1;0.05;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;99.88
osd2;1;2021-04-26 19:04:39 UTC;-1;0.05;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 19:04:52 UTC;-1;0.02;0.00;0.02;0.15;0.00;0.00;0.00;0.00;0.00;99.81
node1;1;2021-04-26 19:04:53 UTC;-1;0.02;0.00;0.04;0.10;0.00;0.00;0.02;0.00;0.00;99.81
node1;1;2021-04-26 19:04:54 UTC;-1;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.98
node1;1;2021-04-26 19:04:55 UTC;-1;0.04;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:04:56 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
osd2;1;2021-04-26 19:04:40 UTC;-1;0.08;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 19:04:57 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.88
osd2;1;2021-04-26 19:04:41 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:42 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.03;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:43 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:44 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:45 UTC;-1;0.07;0.00;0.10;0.02;0.00;0.00;0.00;0.00;0.00;99.80
osd2;1;2021-04-26 19:04:46 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:47 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:48 UTC;-1;0.03;0.00;0.05;0.00;0.00;0.00;0.03;0.00;0.00;99.90
