# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 06:26:08 UTC;lo;2.00;2.00;11.95;11.95;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:58 UTC;eth0;88.00;70.00;33.94;18.39;0.00;0.00;0.00
node1;1;2021-04-27 06:26:08 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;eth0;23.00;20.00;10.70;14.37;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;lo;6.00;6.00;4.28;4.28;0.00;0.00;0.00
node1;1;2021-04-27 06:26:09 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;eth0;75.00;15.00;90.91;5.03;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:58 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:58 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:59 UTC;eth0;51752.00;31751.00;75313.12;44282.45;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:59 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:25:59 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:00 UTC;eth0;62202.00;37526.00;90380.66;51875.58;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:00 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:00 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:01 UTC;eth0;46614.00;24458.00;67782.60;33507.71;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;lo;7.00;7.00;14.92;14.92;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:01 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:10 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;eth0;27.00;24.00;12.93;15.52;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;lo;9.00;9.00;6.65;6.65;0.00;0.00;0.00
node1;1;2021-04-27 06:26:11 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;eth0;9.00;5.00;0.91;4.23;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:07 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:01 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:08 UTC;eth0;51153.00;28231.00;74229.54;38872.32;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:02 UTC;eth0;59094.00;29372.00;86068.32;39988.93;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:02 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:02 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:03 UTC;eth0;49907.00;33979.00;72098.87;47489.01;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:03 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:08 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:03 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:08 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:04 UTC;eth0;61992.00;28061.00;90372.34;37945.12;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:04 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:04 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
