# hostname;interval;timestamp;tps;rtps;wtps;bread/s;bwrtn/s
osd2;1;2021-04-26 10:01:40 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:46 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:47 UTC;sda;13.00;0.00;1287.00;99.00;0.22;17.08;8.00;10.40
node1;1;2021-04-26 10:14:48 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:49 UTC;sda;6.00;0.00;48.00;8.00;0.10;16.33;11.00;6.60
node1;1;2021-04-26 10:14:50 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:51 UTC;sda;6.00;0.00;47.00;7.83;0.10;16.17;10.83;6.50
node1;1;2021-04-26 10:14:52 UTC;sda;6.00;0.00;180.00;30.00;0.12;20.83;16.00;9.60
osd2;1;2021-04-26 10:01:40 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:53 UTC;sda;15.00;0.00;1483.00;98.87;0.40;26.47;7.67;11.50
osd2;1;2021-04-26 10:01:40 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:54 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:14:55 UTC;sda;6.00;0.00;47.00;7.83;0.10;15.83;10.50;6.30
node1;1;2021-04-26 10:14:56 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;sdf;738.00;0.00;61560.00;83.41;0.72;0.98;0.11;8.10
osd1;1;2021-04-26 10:03:35 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:35 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;sdq;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:40 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sdf;690.00;0.00;54192.00;78.54;0.63;0.91;0.12;8.20
osd1;1;2021-04-26 10:03:36 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:36 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdf;413.00;209408.00;72.00;507.22;68.21;162.96;2.42;100.00
osd2;1;2021-04-26 10:01:41 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sda;6.00;0.00;47.00;7.83;0.02;4.00;2.83;1.70
osd1;1;2021-04-26 10:03:37 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sdf;656.00;0.00;61192.00;93.28;0.90;1.38;0.12;7.80
osd1;1;2021-04-26 10:03:37 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:37 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;sdq;35.00;0.00;587.00;16.77;0.00;0.03;0.03;0.10
osd1;1;2021-04-26 10:03:37 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:41 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdf;362.00;185344.00;0.00;512.00;67.47;182.27;2.76;100.00
osd2;1;2021-04-26 10:01:42 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;sdq;12.00;0.00;163.00;13.58;0.00;0.08;0.08;0.10
osd1;1;2021-04-26 10:03:38 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:42 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sda;5.00;0.00;1256.00;251.20;0.09;18.00;6.00;3.00
osd1;1;2021-04-26 10:03:38 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sdf;768.00;0.00;64064.00;83.42;0.70;0.92;0.12;8.90
osd1;1;2021-04-26 10:03:38 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdf;410.00;209920.00;0.00;512.00;64.16;173.31;2.44;100.10
osd1;1;2021-04-26 10:03:38 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:38 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;sdq;6.00;0.00;39.00;6.50;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:43 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sda;5.94;0.00;46.53;7.83;0.03;4.67;3.17;1.88
osd1;1;2021-04-26 10:03:39 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sdf;701.98;0.00;58534.65;83.39;0.77;1.09;0.12;8.61
osd1;1;2021-04-26 10:03:39 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdf;417.00;213504.00;0.00;512.00;57.18;136.60;2.40;100.00
osd1;1;2021-04-26 10:03:39 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:39 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sdf;759.00;0.00;67368.00;88.76;0.97;1.28;0.12;9.30
osd1;1;2021-04-26 10:03:40 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;sdq;9.00;0.00;1240.00;137.78;0.01;0.78;0.11;0.10
osd1;1;2021-04-26 10:03:40 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:44 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:40 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sda;6.00;0.00;47.00;7.83;0.03;4.83;3.17;1.90
osd1;1;2021-04-26 10:03:41 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sdf;742.00;0.00;65008.00;87.61;0.93;1.25;0.12;9.00
osd2;1;2021-04-26 10:01:45 UTC;sdf;420.00;208896.00;200.00;497.85;49.49;120.58;2.38;100.00
osd2;1;2021-04-26 10:01:45 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sda;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;sdq;6.00;0.00;45.00;7.50;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:45 UTC;ceph--f6e0b1d2--22a5--48d2--acc8--e54ab941c3a6-osd--block--b101eb9d--d5e4--4660--8c9b--b38b80c6d7d8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;hdd-hdd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;nvme-nvme1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:41 UTC;ssd-ssd1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;nvme0n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdf;404.00;206848.00;0.00;512.00;63.10;131.16;2.48;100.00
osd2;1;2021-04-26 10:01:46 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;nvme1n1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;sdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;sda;6.00;0.00;188.00;31.33;0.03;5.17;3.33;2.00
osd1;1;2021-04-26 10:03:42 UTC;sdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;sdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:03:42 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdj;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdk;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdm;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdp;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdl;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:01:46 UTC;sdn;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
