# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
osd2;1;2021-04-26 10:02:06 UTC;eth0;2513.00;69810.00;283.24;103232.66;0.00;0.00;0.00
node1;1;2021-04-26 10:01:55 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:44 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:06 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:06 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:07 UTC;eth0;2058.00;1961.00;920.85;814.13;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:07 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:07 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:08 UTC;eth0;881.19;835.64;275.37;247.88;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:08 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:08 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:09 UTC;eth0;12.00;12.00;5.29;8.25;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:09 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:09 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:44 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:10 UTC;eth0;40.00;40.00;21.85;21.70;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:44 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:44 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:45 UTC;eth0;2232.00;57959.00;167.37;85889.44;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:45 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:45 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:45 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:45 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:10 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:46 UTC;eth0;3018.00;78229.00;216.37;115947.59;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:10 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:46 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:11 UTC;eth0;51.00;80.00;33.89;64.94;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:46 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:46 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:46 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:47 UTC;eth0;3196.00;75341.00;236.32;111653.63;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:11 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:11 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:12 UTC;eth0;44.00;38.00;24.96;24.78;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:12 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:12 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:13 UTC;eth0;28.00;89.00;5.07;110.35;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:13 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:13 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:14 UTC;eth0;56.00;51.00;29.11;31.22;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:47 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:14 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:47 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:14 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:15 UTC;eth0;1090.00;1063.00;603.91;524.77;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:15 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:15 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:16 UTC;eth0;1804.00;1755.00;980.65;949.51;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:16 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:16 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:17 UTC;eth0;18486.00;11597.00;25003.68;14677.31;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:17 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:17 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:18 UTC;eth0;22692.00;13508.00;32189.27;18447.20;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:18 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:47 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:18 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:47 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:19 UTC;eth0;22179.00;13227.00;31548.18;18079.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;eth0;37.00;14.00;43.30;13.14;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;lo;2.00;2.00;2.10;2.10;0.00;0.00;0.00
node1;1;2021-04-26 10:01:56 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;eth0;28.00;18.00;13.51;6.87;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;lo;11.00;11.00;19.58;19.58;0.00;0.00;0.00
node1;1;2021-04-26 10:01:57 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:48 UTC;eth0;2003.00;52159.00;146.57;77301.81;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;eth0;12.00;15.00;1.59;14.09;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:19 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:19 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:20 UTC;eth0;26660.00;15745.00;37854.50;21706.76;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:20 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:20 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:21 UTC;eth0;23493.00;14317.00;33358.09;19685.66;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:21 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:21 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:22 UTC;eth0;29452.00;16428.00;41994.30;22643.61;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:22 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:22 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:23 UTC;eth0;32110.00;15491.00;45826.25;20788.04;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:23 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:23 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:24 UTC;eth0;29276.00;16522.00;41473.52;22326.24;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:24 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:24 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:25 UTC;eth0;29754.00;16666.00;42325.14;22709.47;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:25 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:25 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:26 UTC;eth0;29840.00;15931.00;42568.17;21802.22;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:26 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:26 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:48 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:27 UTC;eth0;26407.00;14293.00;37618.99;19441.27;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:48 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:27 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:27 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:28 UTC;eth0;29036.00;14793.00;41360.72;19966.78;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:28 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:28 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:29 UTC;eth0;17911.00;10662.00;25365.89;14432.25;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:29 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:29 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:30 UTC;eth0;21441.00;12224.00;30514.29;16670.18;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:30 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:30 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:31 UTC;eth0;20041.00;11451.00;28577.87;15583.46;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;lo;2.00;2.00;1.64;1.64;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:31 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:31 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:32 UTC;eth0;18546.00;11006.00;26329.57;14992.29;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:32 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:32 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:33 UTC;eth0;20779.00;12612.00;29519.00;17237.07;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:33 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:33 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:34 UTC;eth0;21295.00;11035.00;30405.93;14947.67;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:34 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:34 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:35 UTC;eth0;20538.00;8061.00;29496.94;10515.33;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:48 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:58 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:35 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;eth0;60.40;18.81;57.69;6.30;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:35 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;lo;7.92;7.92;16.38;16.38;0.00;0.00;0.00
node1;1;2021-04-26 10:01:59 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;eth0;10.00;14.00;0.97;13.23;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:48 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:49 UTC;eth0;2115.00;55097.00;163.28;81642.65;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:49 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:49 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:49 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:49 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:50 UTC;eth0;3504.00;81136.00;252.64;120246.29;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:50 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:50 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:50 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:50 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:51 UTC;eth0;4318.00;107209.00;315.43;158890.72;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:51 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:51 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:00 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;eth0;53.00;15.00;53.32;6.06;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;lo;17.00;17.00;19.69;19.69;0.00;0.00;0.00
node1;1;2021-04-26 10:02:01 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;eth0;14.00;16.00;3.68;14.16;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:36 UTC;eth0;18377.00;7501.00;26281.81;9862.39;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:51 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:51 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:52 UTC;eth0;3089.00;78238.00;227.35;115954.78;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:52 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:52 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:52 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:52 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:53 UTC;eth0;3509.00;92715.00;258.56;137418.17;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:53 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:53 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:53 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:53 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;lo;10.00;10.00;4.58;4.58;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:54 UTC;eth0;3059.00;72472.00;268.67;107403.68;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:54 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:54 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:54 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:54 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:55 UTC;eth0;3354.00;86930.00;250.56;128836.30;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:55 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:55 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:55 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:55 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:56 UTC;eth0;3225.00;78226.00;228.48;115945.78;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:56 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:02 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:56 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:36 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:56 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:36 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:37 UTC;eth0;19225.00;8313.00;27487.98;10982.82;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:37 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:37 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:38 UTC;eth0;18533.00;7483.00;26492.38;9888.13;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:38 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:38 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:56 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:39 UTC;eth0;18422.00;7563.00;26337.55;9880.13;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:57 UTC;eth0;2164.00;55070.00;168.46;81599.71;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:39 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:57 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:39 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:57 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:40 UTC;eth0;19505.00;8120.00;27918.47;10786.35;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:57 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:40 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:57 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:40 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:58 UTC;eth0;2757.00;72436.00;200.27;107361.60;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:41 UTC;eth0;17590.00;7108.00;25176.00;9295.65;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:58 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:41 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:58 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:41 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:58 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:42 UTC;eth0;17039.00;6276.00;24450.66;8090.28;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:42 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:42 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:58 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:43 UTC;eth0;21337.00;8749.00;30581.80;11517.51;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:59 UTC;eth0;2849.00;75371.00;211.39;111700.10;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:43 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-26 10:01:59 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:43 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:44 UTC;eth0;16744.00;7579.00;24001.40;10090.36;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:44 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:44 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:45 UTC;eth0;21953.00;12209.00;31247.58;16714.84;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:45 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:45 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:46 UTC;eth0;15625.00;8460.00;22252.92;11563.19;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:46 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:46 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-26 10:02:03 UTC;eth0;61.00;56.00;41.28;20.91;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:47 UTC;eth0;20701.00;11057.00;29546.55;15116.47;0.00;0.00;0.00
node1;1;2021-04-26 10:02:03 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:47 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:47 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:48 UTC;eth0;16854.00;8795.00;24032.32;12004.04;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:48 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:48 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-26 10:02:49 UTC;eth0;19166.00;10649.00;27291.70;14500.83;0.00;0.00;0.00
